September -- Earth, Wind & Fire
Gays 4 Donald -- Pink Guy
Theme From New York, New York -- Frank Sinatra
Chariots Of Fire -- Vangelis
Rocket Man (I Think It's Going To Be A Long, Long Time) -- Elton John
Sanic Main Theme -- Sanic, Dr. Robotnek
Hotel California - Remastered -- Eagles
Sandstorm - Radio Edit -- Darude
Back To The Future - From "Back To The Future" Original Score/End Credits -- The Outatime Orchestra
Young, Wild & Free (feat. Bruno Mars) -- Snoop Dogg, Wiz Khalifa, Bruno Mars
Spear of Justice -- Toby Fox
Don't You (Forget About Me) - Remastered -- Simple Minds
Hips Don't Lie -- Shakira, Wyclef Jean
Waterloo -- ABBA
Get on Your Feet -- Gloria Estefan
We Are Number One -- SharaX
Carry on Wayward Son -- Kansas
Danger Zone -- Kenny Loggins
Everything is Not What it Seems - Theme Song to Wizards of Waverly Place -- Selena Gomez
Hit or Miss -- Jacob Sartorius
Uptown Funk -- Mark Ronson, Bruno Mars
Anaconda -- Nicki Minaj
Kung Fu Fighting -- Carl Douglas
Litmas -- Jake Paul, Slim Jxmmi
Uptown Girl -- Billy Joel
rockstar -- Post Malone, 21 Savage
Bring Me To Life -- Evanescence
The X-Files -- The City of Prague Philharmonic Orchestra
Always Look On The Bright Side Of Life -- Monty Python
The Best Day Ever -- Spongebob, Sandy, Mr. Krabs, Plankton & Patrick
Holding Out for a Hero -- Bonnie Tyler
So Yesterday -- Hilary Duff
Bonito -- Jarabe De Palo
Bonito -- Jarabe De Palo
Mambo No. 5 (A Little Bit of...) -- Lou Bega
1 Thot 2 Thot Red Thot Blue Thot -- Yung Gravy
Bohemian Rhapsody -- William Shatner, John Wetton
Misirlou -- Dick Dale and his Del-Tones
I'm Alright - Theme from "Caddyshack" -- Kenny Loggins
Three More Weeks -- Elevator To Hell
Surf Rider -- The Lively Ones
Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio -- Eiffel 65, Gabry Ponte
Have You Ever Seen The Rain? -- Creedence Clearwater Revival
I2I -- Tevin Campbell, Rosie Gaines
Thrift Shop -- Kidz Bop Kids
Thrift Shop -- Kidz Bop Kids
Take Me Home, Country Roads - Rerecorded -- John Denver
Sweater Song -- Spongebob Squarepants
Foreplay / Long Time -- Boston
I'm A Believer - Radio Edit -- Smash Mouth
Goofy Goober Rock -- Spongebob Squarepants
Goofy Goober Rock -- Spongebob Squarepants
The Safety Dance -- Men Without Hats
Cult of Personality -- Living Colour
You Make My Dreams -- Daryl Hall & John Oates
Juke Box Hero -- Foreigner
Maniac -- Michael Sembello
Shooting Stars -- Bag Raiders
Bohemian Rhapsody - Remastered 2011 -- Queen
I Came to Dig (Remastered) [feat. Captainsparklez] -- Tryhardninja, Captainsparklez
I Found A Way -- Drake Bell
SpongeBob SquarePants Theme Song -- Spongebob Squarepants
The Fresh Prince of Bel-Air -- DJ Jazzy Jeff & The Fresh Prince
Run Away - Radio Edit -- Sunstroke Project, Olia Tira
And She Was [E.T. Version] (45 Version) -- Talking Heads
Loser -- Beck
Pokerap -- Pokémon
Hyrule Castle from "The Legend of Zelda: Breath Of The Wild" Video Game -- L'Orchestra Cinematique
Sweet Caroline - Single Version -- Neil Diamond
Circle Of Life - From "The Lion King"/Soundtrack -- Carmen Twillie, Lebo M.
Bitch -- Screamo
Welcome To Your Life -- Grouplove
I Got You (I Feel Good) -- James Brown & The Famous Flames
Really Nice Day - Soundtrack -- Eric Idle, John Du Prez
Ocean Man -- Ween
Want You Gone -- Aperture Science Psychoacoustic Laboratories
If I Didn't Have You -- Billy Crystal, John Goodman
Soviet National Anthem (Hymne National De L'Urss) -- The Red Army Choir
Harder Better Faster Stronger -- Daft Punk
Roundabout - Remastered Version -- Yes
Livin' la Vida Loca -- Ricky Martin
Otis McMusic -- Otis McDonald
Dancing Queen -- ABBA
Summer Of '69 -- Bryan Adams
The Fox (What Does The Fox Say?) -- Ylvis
SpongeBob SquarePants Theme - Movie Version -- The Pirates
And She Was - 2005 Remastered Version -- Talking Heads
Through The Fire And Flames -- DragonForce
Here Comes The Sun - Remastered 2009 -- The Beatles
Stacy's Mom -- Bowling For Soup
Y.M.C.A. -- Village People
Super Freak -- Rick James
Rocket Man -- William Shatner, Steve Hillage
Convoy -- C.W. McCall
The Duck Song -- Bryant Oden
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit -- Daft Punk, Pharrell Williams, Nile Rodgers
Fabulous -- Phineas, Bobby Fabulous
Let's Get It Started - Spike Mix -- The Black Eyed Peas
KahootGm -- GraphicMuzik
My Happy Ending -- Avril Lavigne
Come Sail Away -- Styx
Wake Me up Before You Go-Go -- Wham!
My Name Is -- Eminem
Sweet Victory -- David Glen Eisley, Bob Kulick
Far Away -- Tomppabeats
Phinedroids and Ferbots -- Phinedroids and Ferbots
Never Gonna Give You Up -- Rick Astley
Never Gonna Give You Up -- Rick Astley
Sweet Dreams (Are Made of This) - Remastered -- Eurythmics
